Date,Inflation
3/3/78,6.551070170685458
3/4/78,6.549295775
3/5/78,6.547522339561329
3/6/78,6.545749864645378
3/7/78,6.543978349120438
3/8/78,6.542207792207799
3/9/78,6.540438193129572
3/10/78,6.538669551108711
3/11/78,6.536901865369016
3/12/78,6.535135135135128
3/13/78,6.533369359632535
3/14/78,6.531604538087521
3/15/78,6.529840669727238
3/16/78,6.528077753779704
3/17/78,6.526315789473691
3/18/78,6.524554776
3/19/78,6.522794712705693
3/20/78,6.5210355987054935
3/21/78,6.519277433270432
3/22/78,6.517520216
3/23/78,6.515763945028286
3/24/78,6.514008620689649
3/25/78,6.512254241852955
3/26/78,6.510500807754438
3/27/78,6.508748317631219
3/28/78,6.506996770721196
3/29/78,6.505246166263112
3/30/78,6.503496503496509
3/31/78,6.501747781661726
4/1/78,6.499999999999995
4/2/78,6.5155807365439244
4/3/78,6.531156281
4/4/78,6.5467266366816546
4/5/78,6.562291805463016
4/6/78,6.577851790174849
4/7/78,6.593406593406592
4/8/78,6.608956217745954
4/9/78,6.624500665778976
4/10/78,6.640039940089859
4/11/78,6.655574043261225
4/12/78,6.6711029778738995
4/13/78,6.686626746506996
4/14/78,6.702145351737898
4/15/78,6.717658796142323
4/16/78,6.733167082294278
4/17/78,6.748670212765973
4/18/78,6.7641681901279505
4/19/78,6.779661016949157
4/20/78,6.795148695796649
4/21/78,6.810631229235886
4/22/78,6.826108619830573
4/23/78,6.841580870142816
4/24/78,6.857047982732856
4/25/78,6.8725099601593564
4/26/78,6.887966804979273
4/27/78,6.9034185197477616
4/28/78,6.918865107018424
4/29/78,6.934306569343063
4/30/78,6.949742909271861
5/1/78,6.9651741293532465
5/2/78,6.979729368347853
5/3/78,6.9942783808352615
5/4/78,7.008821170809942
5/5/78,7.023357742263081
5/6/78,7.037888099182399
5/7/78,7.052412245552175
5/8/78,7.066930185353337
5/9/78,7.081441922563436
5/10/78,7.095947461156493
5/11/78,7.110446805
5/12/78,7.124939958371157
5/13/78,7.139426924923953
5/14/78,7.153907708722329
5/15/78,7.168382313723409
5/16/78,7.182850743880986
5/17/78,7.197313003145478
5/18/78,7.2117690954639935
5/19/78,7.226219024780178
5/20/78,7.240662795034369
5/21/78,7.255100410163529
5/22/78,7.269531874101287
5/23/78,7.283957190777923
5/24/78,7.298376364120296
5/25/78,7.312789398052066
5/26/78,7.327196296493366
5/27/78,7.341597063361172
5/28/78,7.355991703
5/29/78,7.370380218027139
5/30/78,7.384762613642404
5/31/78,7.399138893318469
6/1/78,7.413509060955525
6/2/78,7.423269093504636
6/3/78,7.433025911286761
6/4/78,7.442779515890008
6/5/78,7.452529908901329
6/6/78,7.462277091906722
6/7/78,7.472021066491097
6/8/78,7.481761834238365
6/9/78,7.491499396731394
6/10/78,7.501233755551917
6/11/78,7.510964912280715
6/12/78,7.520692868497503
6/13/78,7.530417625780994
6/14/78,7.540139185708816
6/15/78,7.549857549857553
6/16/78,7.559572719802787
6/17/78,7.569284697119083
6/18/78,7.578993483
6/19/78,7.58869908
6/20/78,7.598401489023909
6/21/78,7.608100711548982
6/22/78,7.617796749
6/23/78,7.6274896038520446
6/24/78,7.637179276765704
6/25/78,7.646865769609468
6/26/78,7.656549083948594
6/27/78,7.666229221347343
6/28/78,7.675906183368886
6/29/78,7.685579971575396
6/30/78,7.695250587528002
7/1/78,7.7049180327869005
7/2/78,7.7093908629441765
7/3/78,7.713862747171407
7/4/78,7.7183336857686635
7/5/78,7.722803679035839
7/6/78,7.727272727272738
7/7/78,7.731740830778988
7/8/78,7.736207989854149
7/9/78,7.740674204797626
7/10/78,7.745139475908713
7/11/78,7.749603803486527
7/12/78,7.754067187830138
7/13/78,7.758529629238398
7/14/78,7.762991128010133
7/15/78,7.767451684443971
7/16/78,7.771911299
7/17/78,7.7763699714919365
7/18/78,7.780827702702697
7/19/78,7.785284492768918
7/20/78,7.789740341988605
7/21/78,7.794195251
7/22/78,7.7986492190797785
7/23/78,7.803102247546678
7/24/78,7.807554336357869
7/25/78,7.812005485810736
7/26/78,7.816455696202529
7/27/78,7.820904967830389
7/28/78,7.8253533009913445
7/29/78,7.829800695982292
7/30/78,7.834247153099971
7/31/78,7.838692673
8/1/78,7.843137254901955
8/2/78,7.858121640139126
8/3/78,7.873102866779069
8/4/78,7.888080936
8/5/78,7.903055848
8/6/78,7.918027605099565
8/7/78,7.932996207332477
8/8/78,7.947961655957014
8/9/78,7.962923951969669
8/10/78,7.9778830963665115
8/11/78,7.992839090143211
8/12/78,8.007791934295039
8/13/78,8.02274163
8/14/78,8.037688177702918
8/15/78,8.052631578947356
8/16/78,8.067571834543719
8/17/78,8.082508945485166
8/18/78,8.097442912764397
8/19/78,8.112373737373746
8/20/78,8.12730142
8/21/78,8.142225962549986
8/22/78,8.157147365099405
8/23/78,8.172065628944058
8/24/78,8.186980755074135
8/25/78,8.201892744479512
8/26/78,8.216801598149527
8/27/78,8.231707317073166
8/28/78,8.246609902239044
8/29/78,8.261509354635276
8/30/78,8.276405675
8/31/78,8.291298865069363
9/1/78,8.306188925081436
9/2/78,8.327000325697531
9/3/78,8.347807207989577
9/4/78,8.368609573428841
9/5/78,8.389407423485995
9/6/78,8.410200759631037
9/7/78,8.430989583333348
9/8/78,8.451773896
